"X","Field_ID","Plate","Compound","Concentration","Cell.Type","Nuclei.Number","Nuclei.Sum"
1,"Plate1.1.1_F2","Plate1","Stain1",NA,"CAOV3",53,949
2,"Plate1.1.1_F4","Plate1","Stain1",NA,"CAOV3",72,949
3,"Plate1.1.1_F5","Plate1","Stain1",NA,"CAOV3",45,949
4,"Plate1.1.2_F1","Plate1","Stain1",NA,"CAOV3",89,949
5,"Plate1.1.2_F3","Plate1","Stain1",NA,"CAOV3",40,949
6,"Plate1.1.3_F1","Plate1","Stain1",NA,"CAOV3",154,949
7,"Plate1.1.3_F3","Plate1","Stain1",NA,"CAOV3",64,949
8,"Plate1.2.3_F1","Plate1","Stain1",NA,"CAOV4",177,1761
9,"Plate1.3.1_F1","Plate1","Stain1",NA,"COV362",62,1827
10,"Plate1.3.1_F2","Plate1","Stain1",NA,"COV362",115,1827
11,"Plate1.3.1_F3","Plate1","Stain1",NA,"COV362",118,1827
12,"Plate1.3.1_F4","Plate1","Stain1",NA,"COV362",73,1827
13,"Plate1.3.1_F5","Plate1","Stain1",NA,"COV362",81,1827
14,"Plate1.3.2_F1","Plate1","Stain1",NA,"COV362",75,1827
15,"Plate1.3.2_F2","Plate1","Stain1",NA,"COV362",58,1827
16,"Plate1.3.2_F3","Plate1","Stain1",NA,"COV362",78,1827
17,"Plate1.3.2_F4","Plate1","Stain1",NA,"COV362",81,1827
18,"Plate1.3.2_F5","Plate1","Stain1",NA,"COV362",102,1827
19,"Plate1.3.3_F1","Plate1","Stain1",NA,"COV362",163,1827
20,"Plate1.3.3_F2","Plate1","Stain1",NA,"COV362",64,1827
21,"Plate1.3.3_F3","Plate1","Stain1",NA,"COV362",52,1827
22,"Plate1.4.1_F1","Plate1","Stain1",NA,"FUOV1",90,1948
23,"Plate1.4.1_F2","Plate1","Stain1",NA,"FUOV1",121,1948
24,"Plate1.4.1_F3","Plate1","Stain1",NA,"FUOV1",183,1948
25,"Plate1.4.1_F4","Plate1","Stain1",NA,"FUOV1",58,1948
26,"Plate1.4.1_F5","Plate1","Stain1",NA,"FUOV1",46,1948
27,"Plate1.4.2_F1","Plate1","Stain1",NA,"FUOV1",122,1948
28,"Plate1.4.2_F2","Plate1","Stain1",NA,"FUOV1",162,1948
29,"Plate1.4.2_F3","Plate1","Stain1",NA,"FUOV1",84,1948
30,"Plate1.4.2_F4","Plate1","Stain1",NA,"FUOV1",90,1948
31,"Plate1.4.2_F5","Plate1","Stain1",NA,"FUOV1",82,1948
32,"Plate1.4.3_F1","Plate1","Stain1",NA,"FUOV1",112,1948
33,"Plate1.4.3_F2","Plate1","Stain1",NA,"FUOV1",101,1948
34,"Plate1.4.3_F3","Plate1","Stain1",NA,"FUOV1",62,1948
35,"Plate1.4.3_F4","Plate1","Stain1",NA,"FUOV1",110,1948
36,"Plate1.4.3_F5","Plate1","Stain1",NA,"FUOV1",86,1948
37,"Plate1.5.1_F2","Plate1","Stain1",NA,"59M",44,810
38,"Plate1.5.1_F3","Plate1","Stain1",NA,"59M",45,810
39,"Plate1.5.1_F5","Plate1","Stain1",NA,"59M",44,810
40,"Plate1.5.2_F1","Plate1","Stain1",NA,"59M",45,810
41,"Plate1.5.2_F2","Plate1","Stain1",NA,"59M",33,810
42,"Plate1.5.2_F4","Plate1","Stain1",NA,"59M",41,810
43,"Plate1.5.2_F5","Plate1","Stain1",NA,"59M",33,810
44,"Plate1.5.3_F1","Plate1","Stain1",NA,"59M",51,810
45,"Plate1.6.1_F1","Plate1","Stain1",NA,"COV318",47,548
46,"Plate1.6.1_F2","Plate1","Stain1",NA,"COV318",41,548
47,"Plate1.6.1_F3","Plate1","Stain1",NA,"COV318",47,548
48,"Plate1.6.1_F4","Plate1","Stain1",NA,"COV318",50,548
49,"Plate1.6.1_F5","Plate1","Stain1",NA,"COV318",33,548
50,"Plate1.6.2_F1","Plate1","Stain1",NA,"COV318",49,548
51,"Plate1.6.2_F2","Plate1","Stain1",NA,"COV318",58,548
52,"Plate1.6.2_F4","Plate1","Stain1",NA,"COV318",37,548
53,"Plate1.6.2_F5","Plate1","Stain1",NA,"COV318",50,548
54,"Plate1.6.3_F1","Plate1","Stain1",NA,"COV318",37,548
55,"Plate1.6.3_F2","Plate1","Stain1",NA,"COV318",33,548
56,"Plate1.6.3_F5","Plate1","Stain1",NA,"COV318",66,548
57,"Plate1.7.1_F1","Plate1","Stain1",NA,"NIH:OVCAR3",80,1675
58,"Plate1.7.1_F2","Plate1","Stain1",NA,"NIH:OVCAR3",101,1675
59,"Plate1.7.1_F3","Plate1","Stain1",NA,"NIH:OVCAR3",78,1675
60,"Plate1.7.1_F4","Plate1","Stain1",NA,"NIH:OVCAR3",54,1675
61,"Plate1.7.2_F1","Plate1","Stain1",NA,"NIH:OVCAR3",99,1675
62,"Plate1.7.2_F2","Plate1","Stain1",NA,"NIH:OVCAR3",34,1675
63,"Plate1.7.2_F3","Plate1","Stain1",NA,"NIH:OVCAR3",76,1675
64,"Plate1.7.2_F5","Plate1","Stain1",NA,"NIH:OVCAR3",34,1675
65,"Plate1.7.3_F1","Plate1","Stain1",NA,"NIH:OVCAR3",152,1675
66,"Plate1.7.3_F2","Plate1","Stain1",NA,"NIH:OVCAR3",46,1675
67,"Plate1.7.3_F4","Plate1","Stain1",NA,"NIH:OVCAR3",37,1675
68,"Plate1.7.3_F5","Plate1","Stain1",NA,"NIH:OVCAR3",56,1675
69,"Plate2.1.1_F1","Plate2","Stain1",NA,"59M",86,810
70,"Plate2.1.1_F2","Plate2","Stain1",NA,"59M",58,810
71,"Plate2.1.1_F4","Plate2","Stain1",NA,"59M",44,810
72,"Plate2.1.2_F1","Plate2","Stain1",NA,"59M",49,810
73,"Plate2.1.2_F4","Plate2","Stain1",NA,"59M",58,810
74,"Plate2.1.3_F3","Plate2","Stain1",NA,"59M",49,810
75,"Plate2.1.3_F4","Plate2","Stain1",NA,"59M",30,810
76,"Plate2.1.3_F1","Plate2","Stain1",NA,"59M",58,810
77,"Plate2.1.3_F2","Plate2","Stain1",NA,"59M",42,810
78,"Plate2.2.1_F2","Plate2","Stain1",NA,"CAOV3",34,949
79,"Plate2.2.1_F1","Plate2","Stain1",NA,"CAOV3",122,949
80,"Plate2.2.2_F1","Plate2","Stain1",NA,"CAOV3",36,949
81,"Plate2.2.2_F5","Plate2","Stain1",NA,"CAOV3",45,949
82,"Plate2.2.2_F4","Plate2","Stain1",NA,"CAOV3",64,949
83,"Plate2.2.3_F1","Plate2","Stain1",NA,"CAOV3",71,949
84,"Plate2.2.3_F2","Plate2","Stain1",NA,"CAOV3",60,949
85,"Plate2.3.1_F5","Plate2","Stain1",NA,"CAOV4",76,1761
86,"Plate2.3.1_F2","Plate2","Stain1",NA,"CAOV4",158,1761
87,"Plate2.3.1_F3","Plate2","Stain1",NA,"CAOV4",79,1761
88,"Plate2.3.1_F4","Plate2","Stain1",NA,"CAOV4",64,1761
89,"Plate2.3.1_F1","Plate2","Stain1",NA,"CAOV4",186,1761
90,"Plate2.3.2_F1","Plate2","Stain1",NA,"CAOV4",98,1761
91,"Plate2.3.2_F3","Plate2","Stain1",NA,"CAOV4",129,1761
92,"Plate2.3.2_F5","Plate2","Stain1",NA,"CAOV4",162,1761
93,"Plate2.3.2_F2","Plate2","Stain1",NA,"CAOV4",151,1761
94,"Plate2.3.2_F4","Plate2","Stain1",NA,"CAOV4",87,1761
95,"Plate2.3.3_F1","Plate2","Stain1",NA,"CAOV4",334,1761
96,"Plate2.3.3_F5","Plate2","Stain1",NA,"CAOV4",60,1761
97,"Plate2.4.1_F1","Plate2","Stain1",NA,"CIOV4",38,103
98,"Plate2.4.3_F1","Plate2","Stain1",NA,"CIOV4",30,103
99,"Plate2.4.3_F5","Plate2","Stain1",NA,"CIOV4",35,103
100,"Plate2.6.1_F5","Plate2","Stain1",NA,"COV362",52,1827
101,"Plate2.6.1_F3","Plate2","Stain1",NA,"COV362",31,1827
102,"Plate2.6.1_F1","Plate2","Stain1",NA,"COV362",41,1827
103,"Plate2.6.1_F2","Plate2","Stain1",NA,"COV362",60,1827
104,"Plate2.6.1_F4","Plate2","Stain1",NA,"COV362",70,1827
105,"Plate2.6.2_F5","Plate2","Stain1",NA,"COV362",33,1827
106,"Plate2.6.2_F4","Plate2","Stain1",NA,"COV362",70,1827
107,"Plate2.6.2_F1","Plate2","Stain1",NA,"COV362",73,1827
108,"Plate2.6.2_F2","Plate2","Stain1",NA,"COV362",45,1827
109,"Plate2.6.3_F2","Plate2","Stain1",NA,"COV362",59,1827
110,"Plate2.6.3_F4","Plate2","Stain1",NA,"COV362",72,1827
111,"Plate2.6.3_F5","Plate2","Stain1",NA,"COV362",46,1827
112,"Plate2.6.3_F1","Plate2","Stain1",NA,"COV362",53,1827
113,"Plate2.7.1_F5","Plate2","Stain1",NA,"FUOV1",53,1948
114,"Plate2.7.1_F3","Plate2","Stain1",NA,"FUOV1",58,1948
115,"Plate2.7.1_F4","Plate2","Stain1",NA,"FUOV1",31,1948
116,"Plate2.7.2_F4","Plate2","Stain1",NA,"FUOV1",36,1948
117,"Plate2.7.2_F5","Plate2","Stain1",NA,"FUOV1",33,1948
118,"Plate2.7.2_F2","Plate2","Stain1",NA,"FUOV1",48,1948
119,"Plate2.7.3_F2","Plate2","Stain1",NA,"FUOV1",73,1948
120,"Plate2.7.3_F1","Plate2","Stain1",NA,"FUOV1",54,1948
121,"Plate2.7.3_F4","Plate2","Stain1",NA,"FUOV1",53,1948
122,"Plate2.8.1_F3","Plate2","Stain1",NA,"NIH:OVCAR3",59,1675
123,"Plate2.8.1_F5","Plate2","Stain1",NA,"NIH:OVCAR3",87,1675
124,"Plate2.8.1_F2","Plate2","Stain1",NA,"NIH:OVCAR3",34,1675
125,"Plate2.8.1_F4","Plate2","Stain1",NA,"NIH:OVCAR3",57,1675
126,"Plate2.8.1_F1","Plate2","Stain1",NA,"NIH:OVCAR3",82,1675
127,"Plate2.8.2_F2","Plate2","Stain1",NA,"NIH:OVCAR3",152,1675
128,"Plate2.8.2_F1","Plate2","Stain1",NA,"NIH:OVCAR3",38,1675
129,"Plate2.8.2_F4","Plate2","Stain1",NA,"NIH:OVCAR3",103,1675
130,"Plate2.8.2_F3","Plate2","Stain1",NA,"NIH:OVCAR3",42,1675
131,"Plate2.8.3_F1","Plate2","Stain1",NA,"NIH:OVCAR3",35,1675
132,"Plate2.8.3_F3","Plate2","Stain1",NA,"NIH:OVCAR3",76,1675
133,"Plate2.8.3_F4","Plate2","Stain1",NA,"NIH:OVCAR3",31,1675
134,"Plate2.8.3_F5","Plate2","Stain1",NA,"NIH:OVCAR3",32,1675
135,"Plate3.1.1_F5","Plate3","Stain1",NA,"CIOV1",108,1619
136,"Plate3.1.1_F1","Plate3","Stain1",NA,"CIOV1",184,1619
137,"Plate3.1.1_F3","Plate3","Stain1",NA,"CIOV1",63,1619
138,"Plate3.1.1_F4","Plate3","Stain1",NA,"CIOV1",82,1619
139,"Plate3.1.1_F2","Plate3","Stain1",NA,"CIOV1",60,1619
140,"Plate3.1.2_F2","Plate3","Stain1",NA,"CIOV1",85,1619
141,"Plate3.1.2_F1","Plate3","Stain1",NA,"CIOV1",209,1619
142,"Plate3.1.2_F5","Plate3","Stain1",NA,"CIOV1",122,1619
143,"Plate3.1.2_F4","Plate3","Stain1",NA,"CIOV1",68,1619
144,"Plate3.1.2_F3","Plate3","Stain1",NA,"CIOV1",85,1619
145,"Plate3.1.3_F2","Plate3","Stain1",NA,"CIOV1",71,1619
146,"Plate3.1.3_F1","Plate3","Stain1",NA,"CIOV1",194,1619
147,"Plate3.1.3_F3","Plate3","Stain1",NA,"CIOV1",64,1619
148,"Plate3.1.3_F5","Plate3","Stain1",NA,"CIOV1",146,1619
149,"Plate3.1.3_F4","Plate3","Stain1",NA,"CIOV1",78,1619
150,"Plate3.2.1_F1","Plate3","Stain1",NA,"CIOV5",127,986
151,"Plate3.2.1_F2","Plate3","Stain1",NA,"CIOV5",61,986
152,"Plate3.2.1_F5","Plate3","Stain1",NA,"CIOV5",95,986
153,"Plate3.2.2_F5","Plate3","Stain1",NA,"CIOV5",38,986
154,"Plate3.2.2_F1","Plate3","Stain1",NA,"CIOV5",192,986
155,"Plate3.2.2_F2","Plate3","Stain1",NA,"CIOV5",45,986
156,"Plate3.2.2_F4","Plate3","Stain1",NA,"CIOV5",35,986
157,"Plate3.2.2_F3","Plate3","Stain1",NA,"CIOV5",55,986
158,"Plate3.2.3_F5","Plate3","Stain1",NA,"CIOV5",144,986
159,"Plate3.2.3_F1","Plate3","Stain1",NA,"CIOV5",151,986
160,"Plate3.2.3_F3","Plate3","Stain1",NA,"CIOV5",43,986
161,"Plate3.3.1_F5","Plate3","Stain1",NA,"CIOV7",32,100
162,"Plate3.3.2_F5","Plate3","Stain1",NA,"CIOV7",30,100
163,"Plate3.3.3_F4","Plate3","Stain1",NA,"CIOV7",38,100
164,"Plate3.4.1_F2","Plate3","Stain1",NA,"OVKATE",60,729
165,"Plate3.4.1_F4","Plate3","Stain1",NA,"OVKATE",45,729
166,"Plate3.4.1_F5","Plate3","Stain1",NA,"OVKATE",54,729
167,"Plate3.4.1_F3","Plate3","Stain1",NA,"OVKATE",46,729
168,"Plate3.4.1_F1","Plate3","Stain1",NA,"OVKATE",45,729
169,"Plate3.4.2_F2","Plate3","Stain1",NA,"OVKATE",70,729
170,"Plate3.4.2_F3","Plate3","Stain1",NA,"OVKATE",74,729
171,"Plate3.4.2_F5","Plate3","Stain1",NA,"OVKATE",84,729
172,"Plate3.4.2_F1","Plate3","Stain1",NA,"OVKATE",30,729
173,"Plate3.4.3_F5","Plate3","Stain1",NA,"OVKATE",59,729
174,"Plate3.4.3_F1","Plate3","Stain1",NA,"OVKATE",70,729
175,"Plate3.4.3_F3","Plate3","Stain1",NA,"OVKATE",42,729
176,"Plate3.4.3_F2","Plate3","Stain1",NA,"OVKATE",50,729
177,"Plate4.1.1_F2","Plate4","Stain1",NA,"2774N",202,1527
178,"Plate4.1.1_F4","Plate4","Stain1",NA,"2774N",50,1527
179,"Plate4.1.1_F1","Plate4","Stain1",NA,"2774N",143,1527
180,"Plate4.1.1_F3","Plate4","Stain1",NA,"2774N",78,1527
181,"Plate4.1.2_F3","Plate4","Stain1",NA,"2774N",100,1527
182,"Plate4.1.2_F5","Plate4","Stain1",NA,"2774N",88,1527
183,"Plate4.1.2_F2","Plate4","Stain1",NA,"2774N",181,1527
184,"Plate4.1.2_F4","Plate4","Stain1",NA,"2774N",48,1527
185,"Plate4.1.2_F1","Plate4","Stain1",NA,"2774N",111,1527
186,"Plate4.1.3_F3","Plate4","Stain1",NA,"2774N",143,1527
187,"Plate4.1.3_F2","Plate4","Stain1",NA,"2774N",195,1527
188,"Plate4.1.3_F1","Plate4","Stain1",NA,"2774N",53,1527
189,"Plate4.1.3_F4","Plate4","Stain1",NA,"2774N",40,1527
190,"Plate4.1.3_F5","Plate4","Stain1",NA,"2774N",95,1527
191,"Plate4.2.1_F2","Plate4","Stain1",NA,"A2780-ADR",405,4789
192,"Plate4.2.1_F3","Plate4","Stain1",NA,"A2780-ADR",264,4789
193,"Plate4.2.1_F1","Plate4","Stain1",NA,"A2780-ADR",188,4789
194,"Plate4.2.1_F4","Plate4","Stain1",NA,"A2780-ADR",362,4789
195,"Plate4.2.1_F5","Plate4","Stain1",NA,"A2780-ADR",168,4789
196,"Plate4.2.2_F3","Plate4","Stain1",NA,"A2780-ADR",284,4789
197,"Plate4.2.2_F2","Plate4","Stain1",NA,"A2780-ADR",447,4789
198,"Plate4.2.2_F4","Plate4","Stain1",NA,"A2780-ADR",308,4789
199,"Plate4.2.2_F5","Plate4","Stain1",NA,"A2780-ADR",359,4789
200,"Plate4.2.2_F1","Plate4","Stain1",NA,"A2780-ADR",355,4789
201,"Plate4.2.3_F2","Plate4","Stain1",NA,"A2780-ADR",345,4789
202,"Plate4.2.3_F1","Plate4","Stain1",NA,"A2780-ADR",368,4789
203,"Plate4.2.3_F4","Plate4","Stain1",NA,"A2780-ADR",302,4789
204,"Plate4.2.3_F3","Plate4","Stain1",NA,"A2780-ADR",333,4789
205,"Plate4.2.3_F5","Plate4","Stain1",NA,"A2780-ADR",301,4789
206,"Plate4.3.1_F3","Plate4","Stain1",NA,"A2780-CIS",50,2399
207,"Plate4.3.1_F1","Plate4","Stain1",NA,"A2780-CIS",177,2399
208,"Plate4.3.1_F5","Plate4","Stain1",NA,"A2780-CIS",31,2399
209,"Plate4.3.1_F2","Plate4","Stain1",NA,"A2780-CIS",216,2399
210,"Plate4.3.1_F4","Plate4","Stain1",NA,"A2780-CIS",207,2399
211,"Plate4.3.2_F1","Plate4","Stain1",NA,"A2780-CIS",219,2399
212,"Plate4.3.2_F5","Plate4","Stain1",NA,"A2780-CIS",198,2399
213,"Plate4.3.2_F3","Plate4","Stain1",NA,"A2780-CIS",133,2399
214,"Plate4.3.2_F4","Plate4","Stain1",NA,"A2780-CIS",129,2399
215,"Plate4.3.2_F2","Plate4","Stain1",NA,"A2780-CIS",143,2399
216,"Plate4.3.3_F5","Plate4","Stain1",NA,"A2780-CIS",304,2399
217,"Plate4.3.3_F4","Plate4","Stain1",NA,"A2780-CIS",76,2399
218,"Plate4.3.3_F2","Plate4","Stain1",NA,"A2780-CIS",219,2399
219,"Plate4.3.3_F1","Plate4","Stain1",NA,"A2780-CIS",221,2399
220,"Plate4.3.3_F3","Plate4","Stain1",NA,"A2780-CIS",76,2399
221,"Plate4.4.2_F4","Plate4","Stain1",NA,"CIOV2",69,456
222,"Plate4.4.2_F2","Plate4","Stain1",NA,"CIOV2",50,456
223,"Plate4.4.2_F3","Plate4","Stain1",NA,"CIOV2",43,456
224,"Plate4.4.2_F5","Plate4","Stain1",NA,"CIOV2",41,456
225,"Plate4.4.3_F1","Plate4","Stain1",NA,"CIOV2",60,456
226,"Plate4.4.3_F5","Plate4","Stain1",NA,"CIOV2",84,456
227,"Plate4.4.3_F4","Plate4","Stain1",NA,"CIOV2",53,456
228,"Plate4.4.3_F3","Plate4","Stain1",NA,"CIOV2",56,456
229,"Plate4.5.2_F3","Plate4","Stain1",NA,"CIOV3",34,365
230,"Plate4.5.2_F1","Plate4","Stain1",NA,"CIOV3",38,365
231,"Plate4.5.2_F5","Plate4","Stain1",NA,"CIOV3",55,365
232,"Plate4.5.2_F2","Plate4","Stain1",NA,"CIOV3",40,365
233,"Plate4.5.2_F4","Plate4","Stain1",NA,"CIOV3",34,365
234,"Plate4.5.3_F4","Plate4","Stain1",NA,"CIOV3",70,365
235,"Plate4.5.3_F5","Plate4","Stain1",NA,"CIOV3",47,365
236,"Plate4.5.3_F1","Plate4","Stain1",NA,"CIOV3",47,365
237,"Plate4.7.2_F4","Plate4","Stain1",NA,"COV362.4",79,2930
238,"Plate4.7.2_F3","Plate4","Stain1",NA,"COV362.4",105,2930
239,"Plate4.7.2_F5","Plate4","Stain1",NA,"COV362.4",105,2930
240,"Plate4.7.2_F1","Plate4","Stain1",NA,"COV362.4",92,2930
241,"Plate4.7.3_F5","Plate4","Stain1",NA,"COV362.4",70,2930
242,"Plate4.7.3_F1","Plate4","Stain1",NA,"COV362.4",99,2930
243,"Plate4.7.3_F4","Plate4","Stain1",NA,"COV362.4",75,2930
244,"Plate4.7.3_F2","Plate4","Stain1",NA,"COV362.4",90,2930
245,"Plate4.7.3_F3","Plate4","Stain1",NA,"COV362.4",50,2930
246,"Plate5.1.1_F2","Plate5","Stain1",NA,"COV362.4",53,2930
247,"Plate5.1.1_F3","Plate5","Stain1",NA,"COV362.4",145,2930
248,"Plate5.1.1_F4","Plate5","Stain1",NA,"COV362.4",65,2930
249,"Plate5.1.1_F1","Plate5","Stain1",NA,"COV362.4",144,2930
250,"Plate5.1.1_F5","Plate5","Stain1",NA,"COV362.4",161,2930
251,"Plate5.1.2_F4","Plate5","Stain1",NA,"COV362.4",135,2930
252,"Plate5.1.2_F1","Plate5","Stain1",NA,"COV362.4",242,2930
253,"Plate5.1.2_F3","Plate5","Stain1",NA,"COV362.4",157,2930
254,"Plate5.1.2_F5","Plate5","Stain1",NA,"COV362.4",235,2930
255,"Plate5.1.2_F2","Plate5","Stain1",NA,"COV362.4",95,2930
256,"Plate5.1.3_F1","Plate5","Stain1",NA,"COV362.4",288,2930
257,"Plate5.1.3_F5","Plate5","Stain1",NA,"COV362.4",153,2930
258,"Plate5.1.3_F3","Plate5","Stain1",NA,"COV362.4",126,2930
259,"Plate5.1.3_F4","Plate5","Stain1",NA,"COV362.4",98,2930
260,"Plate5.1.3_F2","Plate5","Stain1",NA,"COV362.4",68,2930
261,"Plate5.3.1_F1","Plate5","Stain1",NA,"COV644 NL",228,1885
262,"Plate5.3.1_F5","Plate5","Stain1",NA,"COV644 NL",193,1885
263,"Plate5.3.1_F2","Plate5","Stain1",NA,"COV644 NL",101,1885
264,"Plate5.3.1_F3","Plate5","Stain1",NA,"COV644 NL",113,1885
265,"Plate5.3.1_F4","Plate5","Stain1",NA,"COV644 NL",202,1885
266,"Plate5.3.2_F4","Plate5","Stain1",NA,"COV644 NL",150,1885
267,"Plate5.3.2_F3","Plate5","Stain1",NA,"COV644 NL",100,1885
268,"Plate5.3.2_F1","Plate5","Stain1",NA,"COV644 NL",217,1885
269,"Plate5.3.2_F2","Plate5","Stain1",NA,"COV644 NL",112,1885
270,"Plate5.3.3_F5","Plate5","Stain1",NA,"COV644 NL",85,1885
271,"Plate5.3.3_F1","Plate5","Stain1",NA,"COV644 NL",118,1885
272,"Plate5.3.3_F3","Plate5","Stain1",NA,"COV644 NL",266,1885
273,"Plate5.4.1_F3","Plate5","Stain1",NA,"IGROV-1",183,2079
274,"Plate5.4.1_F5","Plate5","Stain1",NA,"IGROV-1",39,2079
275,"Plate5.4.1_F1","Plate5","Stain1",NA,"IGROV-1",121,2079
276,"Plate5.4.1_F2","Plate5","Stain1",NA,"IGROV-1",190,2079
277,"Plate5.4.1_F4","Plate5","Stain1",NA,"IGROV-1",134,2079
278,"Plate5.4.2_F1","Plate5","Stain1",NA,"IGROV-1",114,2079
279,"Plate5.4.2_F4","Plate5","Stain1",NA,"IGROV-1",102,2079
280,"Plate5.4.2_F5","Plate5","Stain1",NA,"IGROV-1",79,2079
281,"Plate5.4.2_F3","Plate5","Stain1",NA,"IGROV-1",77,2079
282,"Plate5.4.2_F2","Plate5","Stain1",NA,"IGROV-1",140,2079
283,"Plate5.4.3_F5","Plate5","Stain1",NA,"IGROV-1",198,2079
284,"Plate5.4.3_F2","Plate5","Stain1",NA,"IGROV-1",155,2079
285,"Plate5.4.3_F4","Plate5","Stain1",NA,"IGROV-1",296,2079
286,"Plate5.4.3_F1","Plate5","Stain1",NA,"IGROV-1",169,2079
287,"Plate5.4.3_F3","Plate5","Stain1",NA,"IGROV-1",82,2079
288,"Plate5.5.1_F5","Plate5","Stain1",NA,"PEO1",165,2621
289,"Plate5.5.1_F1","Plate5","Stain1",NA,"PEO1",216,2621
290,"Plate5.5.1_F3","Plate5","Stain1",NA,"PEO1",110,2621
291,"Plate5.5.1_F2","Plate5","Stain1",NA,"PEO1",253,2621
292,"Plate5.5.1_F4","Plate5","Stain1",NA,"PEO1",55,2621
293,"Plate5.5.2_F3","Plate5","Stain1",NA,"PEO1",210,2621
294,"Plate5.5.2_F2","Plate5","Stain1",NA,"PEO1",266,2621
295,"Plate5.5.2_F4","Plate5","Stain1",NA,"PEO1",176,2621
296,"Plate5.5.2_F1","Plate5","Stain1",NA,"PEO1",82,2621
297,"Plate5.5.2_F5","Plate5","Stain1",NA,"PEO1",172,2621
298,"Plate5.5.3_F3","Plate5","Stain1",NA,"PEO1",208,2621
299,"Plate5.5.3_F4","Plate5","Stain1",NA,"PEO1",203,2621
300,"Plate5.5.3_F5","Plate5","Stain1",NA,"PEO1",75,2621
301,"Plate5.5.3_F1","Plate5","Stain1",NA,"PEO1",107,2621
302,"Plate5.5.3_F2","Plate5","Stain1",NA,"PEO1",323,2621
303,"Plate5.6.1_F1","Plate5","Stain1",NA,"PEO14",45,514
304,"Plate5.6.1_F4","Plate5","Stain1",NA,"PEO14",53,514
305,"Plate5.6.1_F2","Plate5","Stain1",NA,"PEO14",44,514
306,"Plate5.6.2_F3","Plate5","Stain1",NA,"PEO14",32,514
307,"Plate5.6.2_F1","Plate5","Stain1",NA,"PEO14",44,514
308,"Plate5.6.2_F5","Plate5","Stain1",NA,"PEO14",55,514
309,"Plate5.6.2_F4","Plate5","Stain1",NA,"PEO14",33,514
310,"Plate5.6.3_F1","Plate5","Stain1",NA,"PEO14",42,514
311,"Plate5.6.3_F2","Plate5","Stain1",NA,"PEO14",46,514
312,"Plate5.6.3_F3","Plate5","Stain1",NA,"PEO14",37,514
313,"Plate5.6.3_F4","Plate5","Stain1",NA,"PEO14",83,514
314,"Plate6.1.1_F1","Plate6","Stain1",NA,"ES-2",146,1916
315,"Plate6.1.2_F1","Plate6","Stain1",NA,"ES-2",265,1916
316,"Plate6.1.3_F1","Plate6","Stain1",NA,"ES-2",203,1916
317,"Plate6.1.3_F2","Plate6","Stain1",NA,"ES-2",42,1916
318,"Plate6.2.1_F5","Plate6","Stain1",NA,"HOC-7",199,2408
319,"Plate6.2.1_F1","Plate6","Stain1",NA,"HOC-7",179,2408
320,"Plate6.2.1_F4","Plate6","Stain1",NA,"HOC-7",167,2408
321,"Plate6.2.1_F3","Plate6","Stain1",NA,"HOC-7",156,2408
322,"Plate6.2.1_F2","Plate6","Stain1",NA,"HOC-7",79,2408
323,"Plate6.2.2_F2","Plate6","Stain1",NA,"HOC-7",126,2408
324,"Plate6.2.2_F3","Plate6","Stain1",NA,"HOC-7",201,2408
325,"Plate6.2.2_F4","Plate6","Stain1",NA,"HOC-7",204,2408
326,"Plate6.2.2_F1","Plate6","Stain1",NA,"HOC-7",159,2408
327,"Plate6.2.2_F5","Plate6","Stain1",NA,"HOC-7",164,2408
328,"Plate6.2.3_F1","Plate6","Stain1",NA,"HOC-7",148,2408
329,"Plate6.2.3_F2","Plate6","Stain1",NA,"HOC-7",122,2408
330,"Plate6.2.3_F3","Plate6","Stain1",NA,"HOC-7",177,2408
331,"Plate6.2.3_F5","Plate6","Stain1",NA,"HOC-7",177,2408
332,"Plate6.2.3_F4","Plate6","Stain1",NA,"HOC-7",150,2408
333,"Plate6.3.1_F3","Plate6","Stain1",NA,"OVCAR-8",141,1430
334,"Plate6.3.1_F5","Plate6","Stain1",NA,"OVCAR-8",207,1430
335,"Plate6.3.1_F2","Plate6","Stain1",NA,"OVCAR-8",112,1430
336,"Plate6.3.1_F1","Plate6","Stain1",NA,"OVCAR-8",152,1430
337,"Plate6.3.2_F3","Plate6","Stain1",NA,"OVCAR-8",149,1430
338,"Plate6.3.2_F5","Plate6","Stain1",NA,"OVCAR-8",56,1430
339,"Plate6.3.2_F2","Plate6","Stain1",NA,"OVCAR-8",146,1430
340,"Plate6.3.2_F1","Plate6","Stain1",NA,"OVCAR-8",126,1430
341,"Plate6.3.3_F2","Plate6","Stain1",NA,"OVCAR-8",56,1430
342,"Plate6.3.3_F1","Plate6","Stain1",NA,"OVCAR-8",153,1430
343,"Plate6.3.3_F3","Plate6","Stain1",NA,"OVCAR-8",68,1430
344,"Plate6.3.3_F5","Plate6","Stain1",NA,"OVCAR-8",64,1430
345,"Plate7.1.1_F1","Plate7","Stain1",NA,"CIOV6",73,409
346,"Plate7.1.1_F2","Plate7","Stain1",NA,"CIOV6",64,409
347,"Plate7.1.2_F1","Plate7","Stain1",NA,"CIOV6",128,409
348,"Plate7.1.3_F1","Plate7","Stain1",NA,"CIOV6",74,409
349,"Plate7.1.3_F5","Plate7","Stain1",NA,"CIOV6",70,409
350,"Plate7.2.1_F1","Plate7","Stain1",NA,"COV413A",213,443
