"Row","Column","Timepoint","Centrosomes...Number.of.Objects","Centrosomes...Relative.Spot.Intensity...Mean.per.Well","Centrosomes...Spot.Contrast...Mean.per.Well","Centrosomes...Spot.Area..µm.....Mean.per.Well","Centrosomes...Spot.Roundness...Mean.per.Well","Centrosomes...Spot.Ratio.Width.to.Length...Mean.per.Well","Centrosomes...Intensity...Centrin.3.Mean...Mean.per.Well","Centrosomes...Intensity...Centrin.3.Contrast...Mean.per.Well","Centrosomes...Centrin3.pos.Centrosomes...Mean.per.Well","Nuclei.Selected...Number.of.Objects","Nuclei.Selected...Nucleus.Area..µm.....Mean.per.Well","Nuclei.Selected...Nucleus.Roundness...Mean.per.Well","Nuclei.Selected...Nucleus.Ratio.Width.to.Length...Mean.per.Well","Nuclei.Selected...Intensity.Nuclei.Mean...Mean.per.Well","Centrin3.pos.Centrosomes...Number.of.Objects","Number.of.Analyzed.Fields","Time..s.","Compound","Concentration","Cell.Type","Cell.Count","X","Plate"
1,4,0,542,0.454390425855,0.674904201598,2.72535225972,0.922906410801,0.810457608462,426.515839968,0.204707867618,0.850553505535,238,102.261468718,0.721547354374,0.563566267971,12058.8441007,461,5,0,"Stain2",NA,"TYK-nu",20000,NA,"Plate22"
1,5,0,454,0.461404410174,0.683943421214,2.67388449366,0.918805849856,0.801457869122,392.919166981,0.207740448213,0.859030837004,237,97.0292774094,0.756447776291,0.566242250989,12298.6390254,390,5,0,"Stain2",NA,"TYK-nu",20000,NA,"Plate22"
1,6,0,1144,0.467547152709,0.684521332316,2.72113925922,0.927955010705,0.81954755065,442.090803091,0.227744293817,0.874125874126,613,103.927937258,0.741600354628,0.579252259225,10428.5822923,1000,5,0,"Stain2",NA,"TYK-nu",20000,NA,"Plate22"
2,4,0,1026,0.557710897702,0.760277705392,2.95036399669,0.952648587598,0.879251318284,590.169697742,0.332117651072,0.926900584795,888,129.211875226,0.888946226845,0.682244909319,7982.7050626,951,5,0,"Stain2",NA,"TYK-nu.CP-r",15000,NA,"Plate22"
2,5,0,1006,0.571140427296,0.761301793013,2.97703443673,0.957067912182,0.89323312094,708.25118997,0.397218995339,0.967196819085,924,136.72502704,0.907476292181,0.707112981,7026.42043996,973,5,0,"Stain2",NA,"TYK-nu.CP-r",15000,NA,"Plate22"
2,6,0,1250,0.569365851282,0.760856969075,2.98496458241,0.957557968997,0.892935616044,728.963474316,0.408376416061,0.9608,1100,132.908133551,0.890364677921,0.692275613099,7202.4289755,1201,5,0,"Stain2",NA,"TYK-nu.CP-r",15000,NA,"Plate22"
1,4,0,122,0.416303074265,0.646060329491,2.9910724393,0.941503421723,0.861322691798,474.398405736,0.348578390293,1,234,231.04438434,0.714481807727,0.558475109827,3399.42470447,122,5,0,"Stain2",NA,"TOV-3133 D",15000,NA,"Plate23"
1,5,0,277,0.409448323395,0.646535079484,2.92051560485,0.934020628127,0.83990043806,505.207598308,0.349236380953,0.978339350181,323,320.964855256,0.841424659916,0.650384206716,4494.86193508,271,5,0,"Stain2",NA,"TOV-3133 D",15000,NA,"Plate23"
1,6,0,187,0.398992001709,0.626045277604,2.94568329607,0.936671043865,0.847873494709,541.994985166,0.384565839987,0.983957219251,261,286.671227319,0.735390027653,0.577415020844,3878.86708426,184,5,0,"Stain2",NA,"TOV-3133 D",15000,NA,"Plate23"
2,4,0,343,0.351660232972,0.615096552576,2.77644009762,0.913549572286,0.783770106333,365.413842802,0.218835742646,0.883381924198,260,298.898326697,0.892294964593,0.710330969417,5239.0226547,303,5,0,"Stain2",NA,"TOV-3121 EP",15000,NA,"Plate23"
2,5,0,226,0.375093216963,0.638153380808,2.86439279188,0.924582146406,0.808049142001,623.41417511,0.29012094896,0.938053097345,276,276.575907186,0.805085898825,0.648755341857,4273.58351157,212,5,0,"Stain2",NA,"TOV-3121 EP",15000,NA,"Plate23"
2,6,0,248,0.36984891176,0.636880506348,2.84828570321,0.920582220468,0.798234749564,419.055590153,0.300346209189,0.959677419355,319,264.637619721,0.806902950713,0.649837754196,4346.79557711,238,5,0,"Stain2",NA,"TOV-3121 EP",15000,NA,"Plate23"
1,4,0,3101,0.277009674296,0.520668424222,2.45261659401,0.89127088172,0.714062358749,292.429889737,0.110257692569,0.643018381167,854,196.844880083,0.937341770663,0.687422121829,8216.03166156,1994,5,0,"Stain2",NA,"TOV-3041G",20000,NA,"Plate25"
1,5,0,3310,0.276869335158,0.523962666749,2.43273309924,0.888795324127,0.710915296864,270.161375209,0.0907989899885,0.607854984894,784,207.72371734,0.936335156322,0.693023092774,7215.2106457,2012,5,0,"Stain2",NA,"TOV-3041G",20000,NA,"Plate25"
1,6,0,3359,0.277260574954,0.525855277798,2.42140333978,0.886094106097,0.70852875442,285.295354841,0.102142214863,0.615361714796,827,202.335877498,0.936557979116,0.68536139463,8137.84431637,2067,5,0,"Stain2",NA,"TOV-3041G",20000,NA,"Plate25"
2,4,0,137,0.488456492826,0.685969396561,2.97373394694,0.950384454511,0.881596445304,636.279022462,0.377890538203,0.978102189781,133,95.6460480677,0.904120546719,0.630137889648,13511.0023928,134,5,0,"Stain2",NA,"TOV-1946",15000,NA,"Plate25"
2,5,0,121,0.52642787999,0.704955297649,3.03944680669,0.962635978648,0.91017111194,641.218544832,0.385266060269,1,128,101.283407491,0.903908105356,0.63552540111,11948.0864782,121,5,0,"Stain2",NA,"TOV-1946",15000,NA,"Plate25"
2,6,0,100,0.532800234175,0.71219077695,3.04516006655,0.968231209827,0.912857707144,623.199463828,0.372830031183,0.98,93,104.786476432,0.899176133173,0.63456757254,13221.8639568,98,5,0,"Stain2",NA,"TOV-1946",15000,NA,"Plate25"
1,4,0,630,0.307995392465,0.581827927578,2.47095597974,0.883566697128,0.710491495719,223.403883186,0.0402042450562,0.588888888889,119,226.02329506,0.822674441778,0.657580483572,10206.5048069,371,5,0,"Stain2",NA,"TOV-3121 EP",5000,NA,"Plate30"
1,5,0,651,0.296826703092,0.574457791579,2.43483304499,0.880658553701,0.701228876244,214.143378259,0.0262840272963,0.52534562212,98,239.127179375,0.823919183253,0.631481110415,10371.1719728,342,5,0,"Stain2",NA,"TOV-3121 EP",5000,NA,"Plate30"
1,6,0,494,0.309781540091,0.585645817539,2.49444757125,0.888253364315,0.722217011178,216.262405708,0.0305319302723,0.528340080972,98,222.102706422,0.817381112607,0.651757259969,9499.81562581,261,5,0,"Stain2",NA,"TOV-3121 EP",5000,NA,"Plate30"
2,4,0,1670,0.410379383416,0.644175129203,2.75541650799,0.929987774659,0.802031299641,345.168189307,0.164968492053,0.920958083832,909,154.49177889,0.803123739045,0.611740960287,5582.28383634,1538,5,0,"Stain2",NA,"TOV-3133G",10000,NA,"Plate30"
2,5,0,679,0.426326685283,0.657957838614,2.76433683005,0.93393457806,0.813790457028,342.601168108,0.151841039685,0.939617083947,367,137.187885835,0.788741213037,0.605839775499,8553.31596668,638,5,0,"Stain2",NA,"TOV-3133G",10000,NA,"Plate30"
2,6,0,486,0.397369868073,0.629386870043,2.70755484212,0.924956857945,0.79336770151,305.330614452,0.112837784433,0.88683127572,257,143.813735771,0.801314699076,0.611917624035,13024.505903,431,5,0,"Stain2",NA,"TOV-3133G",10000,NA,"Plate30"
3,4,0,502,0.360855215422,0.605147239581,2.58078296187,0.904228595226,0.757594475518,324.752076764,0.0779372938572,0.832669322709,205,126.923045497,0.780991352218,0.603617528557,11150.9078867,418,5,0,"Stain2",NA,"TOV-2929 D",10000,NA,"Plate30"
3,5,0,601,0.376168847473,0.612730215801,2.64413732585,0.91520750023,0.772286995433,338.391424848,0.0901647659981,0.811980033278,188,149.046560194,0.805917450559,0.602161683806,13635.1163614,488,5,0,"Stain2",NA,"TOV-2929 D",10000,NA,"Plate30"
3,6,0,470,0.389570458796,0.630115247264,2.68951879302,0.915906666182,0.781176125815,310.50025941,0.0842436577439,0.863829787234,242,127.436061187,0.761993514517,0.600874296511,11394.6351294,406,5,0,"Stain2",NA,"TOV-2929 D",10000,NA,"Plate30"
4,4,0,785,0.382255839703,0.647451372099,2.66953389938,0.910978007094,0.772715578113,262.116693494,0.0466454795185,0.696815286624,183,282.365416651,0.826907315634,0.638558236748,10401.6632866,547,5,0,"Stain2",NA,"TOV-2978 G",10000,NA,"Plate30"
4,5,0,476,0.382214225688,0.641476821554,2.70733229654,0.917160074174,0.777661964453,275.923568583,0.0662134896468,0.743697478992,154,279.935697907,0.793686461109,0.615464002012,9960.29992907,354,5,0,"Stain2",NA,"TOV-2978 G",10000,NA,"Plate30"
4,6,0,633,0.384069532044,0.663443287088,2.65894810546,0.906333247159,0.765960161677,254.466818363,0.0420488237118,0.661927330174,157,281.420531222,0.844774404976,0.656545645557,9541.07752592,419,5,0,"Stain2",NA,"TOV-2978 G",10000,NA,"Plate30"
1,4,0,1129,0.391784615357,0.649392494679,2.63103792217,0.906453610836,0.768630307116,271.991386521,0.0859134811347,0.760850310009,376,185.795427574,0.878846338485,0.658306812394,10125.6882965,859,5,0,"Stain2",NA,"TOV-2881 EP",10000,NA,"Plate31"
1,5,0,1543,0.372405762264,0.640282653497,2.55830921895,0.895853573023,0.743699596751,264.801773816,0.0696922916725,0.720025923526,425,191.478600697,0.881062399009,0.665992436532,10828.2018273,1111,5,0,"Stain2",NA,"TOV-2881 EP",10000,NA,"Plate31"
1,6,0,1160,0.386072788358,0.653054639883,2.61569745989,0.901752693047,0.757683278673,264.250236129,0.0789529167801,0.735344827586,389,194.286572193,0.900224203502,0.669231021655,10542.9687677,853,5,0,"Stain2",NA,"TOV-2881 EP",10000,NA,"Plate31"
2,4,0,839,0.378842041443,0.631362562549,2.5830317105,0.90831927273,0.761231213532,279.201382311,0.0908167423051,0.785458879619,291,181.628697912,0.774486837334,0.573538141561,11165.3504265,659,5,0,"Stain2",NA,"TOV-2295",10000,NA,"Plate31"
2,5,0,928,0.378717263912,0.633782767608,2.576146502,0.905400793248,0.758245843345,272.71065218,0.0878818287859,0.774784482759,333,177.451704612,0.788084959334,0.571134945599,10968.338798,719,5,0,"Stain2",NA,"TOV-2295",10000,NA,"Plate31"
2,6,0,877,0.379781550818,0.632137121389,2.58425551853,0.905977996786,0.756304541462,280.998029467,0.0899191339251,0.802736602052,319,167.980178021,0.780168799958,0.580146371616,13032.8433063,704,5,0,"Stain2",NA,"TOV-2295",10000,NA,"Plate31"
3,4,0,974,0.418929868577,0.66203388483,2.73754223387,0.923822250008,0.799388658538,284.444922582,0.122893883834,0.812114989733,438,179.26764815,0.866021591709,0.623041745441,10413.9924942,791,5,0,"Stain2",NA,"TOV-3133 D",10000,NA,"Plate31"
3,5,0,1191,0.415916599357,0.661428413233,2.71515202409,0.922079238284,0.789521584441,278.759683597,0.1196073302,0.79261125105,488,180.049524712,0.891441312898,0.652531115293,9836.83633431,944,5,0,"Stain2",NA,"TOV-3133 D",10000,NA,"Plate31"
3,6,0,1234,0.397810262276,0.648103777251,2.66736474055,0.913974194359,0.772270329323,281.339090744,0.117125453664,0.798217179903,469,174.646767465,0.868304786756,0.629358713712,11642.321201,985,5,0,"Stain2",NA,"TOV-3133 D",10000,NA,"Plate31"
